,1,2,3,4,5,6,7,8,9,10
List_of_Italian_football_teams,Flavor,Spice,Suffix,Saskatoon,Pin_cushion,Plaque,Seam_ripper,Amylase,Dental_pulp,Calorimeter
List_of_Spanish_football_teams,Glass_rod,Palette,Drink,Treaty,Halley\'s_Comet,Suffix,Bolus,Calorimeter,Imagination,Dye
Welsh_League,Possess,Palette,Beryllium,Inkpad,North_Rhine-Westphalia,Vegetable_oil,Inch,Flavor,Suffix,Week
Arsenal_F.C.,Calorimeter,Imagination,Dye,List_of_mathematicians,Camden,Fingerplate,Gas_syringe,Value,Service_economy,Server_log
Aston_Villa_F.C.,Protease,Dye,Palette_knife,Houseplant,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden,Bankside
Birmingham_City_F.C.,Spice,Glass_rod,Hill,Pin_cushion,Dental_pulp,Rickets,Oesophagus,Bolus,Calorimeter,Imagination
Blackburn_Rovers_F.C.,Spice,Hill,Pin_cushion,Amylase,Dental_pulp,Oesophagus,Bolus,Calorimeter,Imagination,Dye
Bolton_Wanderers_F.C.,Calorimeter,Imagination,Dye,Oral_history,Safety_lamp,Sunday,Foolscap,Palette_knife,Pantograph,Hawaiian_Islands
Charlton_Athletic_F.C.,Bank,Spice,Thermometer,Glass_rod,Saskatoon,Swamp_cooler,Air_space,Area,Machine_code,Mountain
Chelsea_F.C.,Protease,Dye,South,List_of_mathematicians,Gas_syringe,Bed,Container,Stream,Charlton_Athletic_F.C.,Bolton_Wanderers_F.C.
Everton_F.C.,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,Bed,Maui,Cup,Charlton_Athletic_F.C.,Newcastle_United_F.C.,Camden,Protease
Fulham_F.C.,Calorimeter,Palette_knife,List_of_common_elements,Maui,Arabian_Peninsula,Volapük,Bed,Alexander_Gode,Indian_Ocean,Saarlouis
Liverpool_F.C.,Dye,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,Gas_syringe,Ranch,Litre
Manchester_City_F.C.,Halley\'s_Comet,Calorimeter,Dye,Palette_knife,Palette,Paperback,Sideboard,Houseplant,Hour,Camden
Manchester_United_F.C.,Calorimeter,Dye,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden,London_Borough_of_Merton,London_Borough_of_Southwark,Bed
Middlesbrough_F.C.,List_of_Italian_football_teams,Recreation,Breakfast_sausage,Spice,Glass_rod,Saskatoon,Swamp_cooler,Area,Mountain,Hill
Newcastle_United_F.C.,Protease,Dye,Houseplant,London_Borough_of_Islington,Bankside,Gas_syringe,Bed,Server_log,Fishing_net,List_of_fruits
Portsmouth_F.C.,Flavor,Swamp_cooler,Area,Hill,Pin_cushion,Plaque,Amylase,Protoplasm,Dental_pulp,Calorimeter
Tottenham_Hotspur_F.C.,Calorimeter,Imagination,Dye,Safety_lamp,Palette_knife,Pantograph,Blackboard,Sconce,Hour,Fingerplate
Derby_County_F.C.,Calorimeter,Gas_syringe,List_of_common_elements,Cup,First_language,Bankside,Welsh_League,List_of_Portuguese_football_teams,Summer,Maui
Ipswich_Town_F.C.,London_Borough_of_Islington,Bed,Protease,List_of_mathematicians,Cup,NEWI_Cefn_Druids_F.C.,Hawaii_Ponoi,Accrington_Stanley_F.C.,Renegades,Sheffield_F.C.
Sunderland_A.F.C.,Calorimeter,Imagination,Dye,Palette_knife,Pantograph,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden,Bankside
West_Bromwich_Albion_F.C.,Calorimeter,Imagination,Dye,Hour,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Greenwich,Camden,Bankside,Fingerplate
West_Ham_United_F.C.,Calorimeter,Dye,Oral_history,Plunger,List_of_mathematicians,Gas_syringe,Cognitive_science,Container,Fishing_net,List_of_common_elements
Wigan_Athletic_F.C.,Flavor,Swamp_cooler,Blackboard,Hour,List_of_countries,Embassy,Adobe_Illustrator,Spice,Glass_rod,Saskatoon
Wimbledon_F.C.,Protease,Dye,Alexander_Gode,Hill,List_of_French_football_teams,Sheffield_F.C.,Pacific_Ocean,List_of_common_elements,Numeral,Governor_General
Accrington_Stanley_F.C.,Bolus,Floodlight,Chat,As,Spice,Week,Saskatoon,Hill,Chemical_cell,Pin_cushion
Telford_United_F.C.,Hill,Protoplasm,Bolus,Calorimeter,Imagination,Dye,Oral_history,Christmas_stocking,Safety_lamp,Palette_knife
A.F.C._Wimbledon,Spice,Glass_rod,Hill,Pin_cushion,Plaque,Amylase,Dental_pulp,Calorimeter,Dye,Healthy_diet
Sheffield_F.C.,Halley\'s_Comet,Flavor,Spice,Suffix,Swamp_cooler,Hill,Evidence,Pin_cushion,Plaque,Seam_ripper
Asteroid_belt,Protease,Houseplant,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,Middlesbrough_F.C.
Essen,Protease,Calorimeter,Gas_syringe,List_of_mathematicians,Safety_lamp,Fishing_net,London_Borough_of_Islington,London_Borough_of_Southwark,"Ottawa,_Ontario",London_Borough_of_Lambeth
Gardening,List_of_French_football_teams,Dye,Hawaiian_Islands,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,Charlton_Athletic_F.C.
Democracy,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,Alexander_Gode,List_of_mathematicians,List_of_French_football_teams,Flame_(disambiguation),Protease,Saint_Lawrence_River
Game,Protease,London_Borough_of_Lambeth,Alexander_Gode,Charlton_Athletic_F.C.,Renegades,Australasia_(team),Mile,List_of_common_elements,Service_economy,Christmas_cake
Nebraska,Suffix,Protease,Imagination,Dye,Palette_knife,List_of_Portuguese_football_teams,Uncle,Sideboard,Houseplant,Aberystwyth_Town_F.C.
Time,Dye,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,Houseplant,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden
Force_(physics),Protease,Dye,Palette_knife,List_of_mathematicians,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden
Laboratory_techniques,Suffix,Paperback,List_of_Portuguese_football_teams,Head,Hour,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth
International_System_of_Units,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Server_log,Frying,Welsh_League,List_of_Portuguese_football_teams,Suffix,Mac_OS,Metre,Anatomy
Lake_Michigan,Flavor,Suffix,Week,Protease,Bolus,Calorimeter,Dye,Christmas_stocking,Palette_knife,Palette
Gas_syringe,Pin_cushion,Calorimeter,Paperback,Boss,Mixture,Suffix,Saskatoon,Air_space,Hill,Evidence
Mixture,Gas_syringe,Protease,Palette_knife,Houseplant,Hour,List_of_mathematicians,Aberystwyth_Town_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth
Language_families_and_languages,Protease,Calorimeter,Hawaiian_Islands,Houseplant,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton
Chess,1930s,1920s,Video_game_console,Nim,Colchester,Badminton,Mancala,Pantograph,Container,U.S._customary_units
Gold,Calorimeter,Houseplant,Hour,Bankside,London_Borough_of_Lambeth,Middlesbrough_F.C.,Charlton_Athletic_F.C.,Alexander_Gode,Server_log,Fishing_net
Century,Saskatoon,Dental_pulp,Protease,Calorimeter,Dye,Mudguard,Palette_knife,Palette,Hawaiian_Islands,List_of_Portuguese_football_teams
Kilogram,Protease,Houseplant,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,Charlton_Athletic_F.C.
Second,Protease,Dye,Renegades,Alexander_Gode,Bed,Frying,Houseplant,List_of_French_football_teams,Hiroshima,Argon
Orange,Protease,Calorimeter,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,Alexander_Gode,Dye
Basque_Country,Dye,List_of_Portuguese_football_teams,Renegades,Gas_syringe,Charlton_Athletic_F.C.,Alexander_Gode,Server_log,List_of_common_elements,Frying,Cost_of_living
M-theory,Calorimeter,Renegades,London_Borough_of_Lambeth,Uncle,Saarlouis,North_Rhine-Westphalia,String_theory,List_of_Portuguese_football_teams,North,NEWI_Cefn_Druids_F.C.
Jaguar_(car),Flavor,Protease,Calorimeter,Dye,Uncle,Houseplant,Sconce,List_of_mathematicians,Tributary,NEWI_Cefn_Druids_F.C.
Scientific_method,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Depth,Experience_economy,List_of_French_football_teams
Gas,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,List_of_French_football_teams,Server_log
Family,Halley\'s_Comet,Protease,Calorimeter,Imagination,Dye,List_of_mathematicians,Bankside,London_Borough_of_Lambeth,Gas_syringe,Middlesbrough_F.C.
Wave_(physics),Dye,Palette_knife,Houseplant,Renegades,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Alexander_Gode,List_of_common_elements,Mancala,Server_log
Weapon,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,Middlesbrough_F.C.,Charlton_Athletic_F.C.,London_Borough_of_Camden,Protease,List_of_French_football_teams,Bankside
Christmas_cake,Sideboard,Dye,List_of_Portuguese_football_teams,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth
Christmas_cracker,Christmas_stocking,Crucible,Brixton,London_Borough_of_Camden,Census,Temple,If,Aquaculture,Suffix,Plaque
Fingerplate,Flavor,Spice,Suffix,Week,Saskatoon,Pin_cushion,Bile,Calorimeter,Imagination,Poetry
Floodlight,Halley\'s_Comet,Flavor,Spice,Suffix,Plaque,Calorimeter,Imagination,Dye,Oral_history,Christmas_stocking
Headrest,Suffix,Glass_rod,Bolus,Calorimeter,Dye,Shovel,Christmas_stocking,Palette_knife,Palette,Pantograph
Inkpad,Protease,List_of_Portuguese_football_teams,Uncle,Houseplant,Renegades,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Welsh_League,Slope,Alexander_Gode
Jack-in-the-box,Calorimeter,Dye,Foolscap,Palette_knife,Pantograph,List_of_Portuguese_football_teams,Uncle,Sideboard,Hour,Renegades
London_Borough,Video_game_console,Sconce,A.F.C._Wimbledon,Vegetable_oil,Capitalization,Suffix,Calorimeter,Dye,Christmas_stocking,Palette_knife
City_of_London,Protease,Dye,Pantograph,NEWI_Cefn_Druids_F.C.,Renegades,List_of_French_football_teams,Alexander_Gode,Bed,Fishing_net,London_Borough_of_Islington
City_of_Westminster,Precipitation,Waxed_paper,Denarius,Width,Definition,Halley\'s_Comet,Flavor,Suffix,Evidence,Protease
London_Borough_of_Lambeth,Halley\'s_Comet,Bank,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Glass_rod,Air_space
London_Borough_of_Southwark,Flavor,Spice,Suffix,Glass_rod,Hill,Evidence,Pin_cushion,Plaque,Amylase,Dental_pulp
London_Borough_of_Camden,Halley\'s_Comet,Flavor,Spice,Suffix,Plaque,Dental_pulp,Rickets,Bolus,Calorimeter,Imagination
London_Borough_of_Merton,Halley\'s_Comet,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Glass_rod,Area,Enzyme
Brixton,Flavor,Spice,Suffix,Plaque,Dental_pulp,Calorimeter,Imagination,Dye,Oral_history,Spade
Bankside,Halley\'s_Comet,Flavor,Spice,Suffix,Thermometer,Glass_rod,Swamp_cooler,Air_space,Area,Hill
River_Thames,Gas_syringe,Fishing_net,Server_log,Island,Niihau,Illinois_River,Container,London_Borough_of_Islington,London_Borough_of_Camden,Protease
Queen,Calorimeter,Dye,Palette_knife,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton
Male,Suffix,Calorimeter,Safety_curtain,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,Hour,List_of_mathematicians,Renegades,London_Borough_of_Islington
Female,Suffix,Protease,Calorimeter,Dye,Palette_knife,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside
Camden,Halley\'s_Comet,Flavor,Spice,Week,Saskatoon,Air_space,Evidence,Chemical_cell,Pin_cushion,Plaque
London_Borough_of_Greenwich,London_Borough_of_Islington,Halley\'s_Comet,Flavor,Spice,Suffix,Week,Thermometer,Glass_rod,Area,Enzyme
London_Borough_of_Wandsworth,Halley\'s_Comet,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Glass_rod,Area,Enzyme
London_Borough_of_Islington,Halley\'s_Comet,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Glass_rod,Saskatoon,Swamp_cooler
Bambuco,Protease,Bolus,Calorimeter,Paperback,List_of_Portuguese_football_teams,Sideboard,Houseplant,Hour,List_of_mathematicians,London_Borough_of_Islington
Christmas,Fishing_net,Protease,River,Cuba,Weapon,Myth,List_of_Portuguese_football_teams,Accrington_Stanley_F.C.,Language_families_and_languages,Slavery
Adjective,Renegades,Bankside,London_Borough_of_Lambeth,List_of_mathematicians,List_of_common_elements,Sideboard,Proper_noun,Minnesota_River,Flavor,Portsmouth_F.C.
Paper,Calorimeter,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Merton,Gas_syringe,London_Borough_of_Camden,List_of_common_elements,NEWI_Cefn_Druids_F.C.,1925,Renegades
Power,Sunday,Palette_knife,List_of_Portuguese_football_teams,Sideboard,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton
States_of_matter,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,List_of_mathematicians,London_Borough_of_Camden,Australasia_(team)
Perimeter,Protease,Imagination,Dye,Palette_knife,Hawaiian_Islands,Uncle,Houseplant,Tributary,Renegades,Bankside
Nation,Protease,NEWI_Cefn_Druids_F.C.,Bankside,London_Borough_of_Lambeth,Alexander_Gode,Server_log,Aberystwyth_Town_F.C.,Renegades,Mancala,Simile
Metal,Alexander_Gode,NEWI_Cefn_Druids_F.C.,Of,List_of_Portuguese_football_teams,List_of_French_football_teams,Roman,Palette_knife,Aberystwyth_Town_F.C.,Saarlouis,Accrington_Stanley_F.C.
Indonesia,List_of_mathematicians,London_Borough_of_Islington,Gas_syringe,List_of_French_football_teams,Server_log,Gross_domestic_product,List_of_common_elements,Slovenia,Fishing_net,Sweden
Property,Protease,Calorimeter,Palette_knife,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,List_of_French_football_teams
Renegades,Halley\'s_Comet,Bank,Flavor,Spice,Japanese_language,Suffix,Week,Thermometer,Glass_rod,Saskatoon
NEWI_Cefn_Druids_F.C.,Halley\'s_Comet,Spice,Suffix,Thermometer,Glass_rod,Saskatoon,Air_space,Area,Hill,Pin_cushion
Aberystwyth_Town_F.C.,Spice,Suffix,Week,Saskatoon,Area,Hill,Chemical_cell,Pin_cushion,Plaque,Seam_ripper
German_language,Protease,Calorimeter,Dye,List_of_mathematicians,Fishing_net,List_of_fruits,List_of_common_elements,Middlesbrough_F.C.,Charlton_Athletic_F.C.,Uncle
Mississippi_River,Calorimeter,Dye,List_of_mathematicians,Renegades,London_Borough_of_Islington,Middlesbrough_F.C.,Charlton_Athletic_F.C.,List_of_French_football_teams,Bed,Server_log
Tributary,Flavor,Suffix,Week,Thermometer,Glass_rod,Plaque,Dental_pulp,Protease,Calorimeter,Poetry
Missouri_River,Protease,Calorimeter,Imagination,Dye,List_of_Portuguese_football_teams,Uncle,Houseplant,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades
Meaning_of_life,Calorimeter,Dye,Palette_knife,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,List_of_French_football_teams
Watershed,Container,Calorimeter,Dye,Palette_knife,List_of_Portuguese_football_teams,Sideboard,List_of_mathematicians,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades
Great_Plains,Flavor,Suffix,Bolus,Calorimeter,Imagination,Dye,Alliteration,Generation,Oral_history,Christmas_stocking
Myth,Renegades,London_Borough_of_Lambeth,Protease,Camden,Saskatoon,Pacific_Ocean,Stuttgart,Ranch,Fishing_net,Brandenburg
Minnesota_River,Margarine,Flavor,Suffix,Protease,Calorimeter,Dye,Safety_lamp,Palette_knife,Palette,Paperback
Mythology,Suffix,Protease,Calorimeter,Dye,Palette_knife,Pantograph,Hawaiian_Islands,List_of_Portuguese_football_teams,Sideboard,Minute
Wisconsin_River,Halley\'s_Comet,Flavor,Suffix,Protease,Calorimeter,Imagination,Dye,Safety_lamp,Palette_knife,Paperback
Alaska,Calorimeter,Dye,List_of_mathematicians,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Camden,Bankside,London_Borough_of_Merton
British_Broadcasting_Corporation,Calorimeter,Protease,List_of_common_elements,Server_log,Ink,Radio_telescope,Swahili_language,St._Gallen_(canton),North_America,FAQ
Illinois_River,Camden,Protease,Calorimeter,Dye,Palette_knife,Palette,List_of_Portuguese_football_teams,Sideboard,List_of_mathematicians,Aberystwyth_Town_F.C.
Milk,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Southwark,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Scottish_Football_League
Weather,Protease,Palette_knife,Uncle,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth
British_Columbia,Calorimeter,Imagination,Uncle,List_of_mathematicians,Gas_syringe,List_of_French_football_teams,Bed,Server_log,List_of_common_elements,Frying
20th_century,Calorimeter,Dye,Palette_knife,Sideboard,NEWI_Cefn_Druids_F.C.,London_Borough_of_Islington,Camden,Bankside,Gas_syringe,Bed
Brussels,Protease,Calorimeter,Imagination,Palette_knife,Sideboard,Hour,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Wandsworth,London_Borough_of_Merton
Thuringia,Protease,Bolus,Calorimeter,Imagination,Christmas_stocking,Palette,Paperback,List_of_Portuguese_football_teams,Uncle,List_of_mathematicians
Saxony,Calorimeter,Dye,Palette_knife,Uncle,Houseplant,List_of_mathematicians,Gas_syringe,List_of_French_football_teams,Value,Server_log
Internet_Explorer,London_Borough_of_Lambeth,List_of_mathematicians,Houseplant,Window,Browser,Internet,Camden,List_of_French_football_teams,Glass,Birmingham_City_F.C.
Ulster,Calorimeter,Palette_knife,PlayStation,List_of_Portuguese_football_teams,Waxed_paper,Houseplant,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth
List_of_mathematicians,Homophone,Ladder,Vector,Summer,Information,Denarius,Mississippi_River,Queen,Liverpool_F.C.,Census
Mancala,Flavor,Suffix,Hill,Variegated_leaf,Protoplasm,Bolus,Calorimeter,Imagination,Dye,Healthy_diet
"Coden,_Alabama",Bed,Suffix,Protease,Calorimeter,Dye,Palette_knife,List_of_Portuguese_football_teams,List_of_mathematicians,NEWI_Cefn_Druids_F.C.,Renegades
Platypus,List_of_mathematicians,Protease,List_of_French_football_teams,Service_economy,Tributary,Moselle_River,Wisconsin_River,Christmas_cake,Bed,Ranch
Kenya,Renegades,Australasia_(team),List_of_common_elements,1000_(number),Slovenia,Andorra,Turkey,Indonesia,Albania,Denmark
Swahili_language,Protease,Calorimeter,Imagination,Dye,List_of_Portuguese_football_teams,Sconce,List_of_mathematicians,Aberystwyth_Town_F.C.,NEWI_Cefn_Druids_F.C.,Renegades
Long_jump,Bile,Protease,Calorimeter,Dye,Christmas_stocking,Possess,Palette_knife,Pantograph,North,South
Elizabeth_II,Protease,List_of_mathematicians,Fishing_net,Alanis_Morissette,Holland,Camden,Finland,Houseplant,Queen,Server_log
Question,Dye,Palette_knife,List_of_mathematicians,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,List_of_U.S._states
Boss,Houseplant,Minute,Gas_syringe,Bottle,Hill,Protease,Calorimeter,Dye,Palette_knife,Pantograph
Gun,London_Borough_of_Lambeth,Charlton_Athletic_F.C.,Alexander_Gode,Oldham_Cricket_Club,Protease,Bankside,Tributary,Gas_syringe,Bed,Einstein_on_the_Beach
Hobby,Protease,Calorimeter,Hawaiian_Islands,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,Alexander_Gode,List_of_common_elements,Scottish_Football_League
World_Trade_Center,Imagination,Uncle,Tributary,Renegades,Gas_syringe,Bed,Container,List_of_common_elements,Gallon,Frying
Hour,Halley\'s_Comet,Flavor,Spice,Suffix,Swamp_cooler,Hill,Evidence,Pin_cushion,Plaque,Seam_ripper
Minute,Halley\'s_Comet,Suffix,Hill,Protoplasm,Calorimeter,Imagination,Dye,Healthy_diet,Christmas_stocking,Safety_lamp
Coat,Palette,Floodlight,Census,Bed,Network,Bottle,Suffix,Plaque,Dental_pulp,Protease
Study_Skills,Hill,Healthy_diet,Palette_knife,Peninsula,Browser,Suffix,Calorimeter,Dye,Hawaiian_Islands,List_of_Portuguese_football_teams
Head,Christmas_stocking,Hill,Protoplasm,Protease,Dye,Hawaiian_Islands,CNN,Sideboard,Hour,List_of_mathematicians
Norway,Slovenia,Angola,Argentina,Albania,Turkey,Roman,Brazil,Japan,Austria,Ukraine
Albania,List_of_French_football_teams,Dye,List_of_Portuguese_football_teams,Houseplant,List_of_mathematicians,London_Borough_of_Islington,London_Borough_of_Greenwich,Gas_syringe,Bed,Fishing_net
Hungary,Bed,Server_log,Calorimeter,London_Borough_of_Islington,London_Borough_of_Greenwich,Protease,List_of_common_elements,Fishing_net,Mainland_China,Citizenship
Netherlands,Gas_syringe,Protease,Frying,Palette_knife,Fishing_net,Defense,Greece,Citizenship,Brazil,Slovenia
Ukraine,Dye,List_of_Portuguese_football_teams,List_of_mathematicians,Gas_syringe,Server_log,Cost_of_living,List_of_French_football_teams,Rudyard_Kipling,Paperback,Gross_domestic_product
Liechtenstein,Calorimeter,Dye,Paperback,Hawaiian_Islands,List_of_Portuguese_football_teams,Uncle,Houseplant,Hour,List_of_mathematicians,Tributary
Portugal,Dye,Gas_syringe,1000_(number),List_of_Portuguese_football_teams,Renegades,Gross_domestic_product,Asteroid,Plural,Denmark,Houseplant
Slovakia,Dye,List_of_mathematicians,List_of_French_football_teams,Bed,Container,Protease,Palette_knife,Frying,Gross_domestic_product,Andorra
Slovenia,Protease,Dye,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,London_Borough_of_Merton,London_Borough_of_Lambeth,Fingerplate,Gas_syringe,Bed
Oldham_Cricket_Club,Suffix,Glass_rod,Amylase,Dental_pulp,Bile,Bolus,Calorimeter,Poetry,Dye,Plunger
Denarius,Suffix,Evidence,Bile,Protease,Bolus,Calorimeter,Dichlorphenolindophenol,Safety_lamp,Para_rubber_tree,Sunday
Jack_knife,Suffix,Plaque,Dental_pulp,Rickets,Protease,Bolus,Calorimeter,Dye,Spade,Hawaiian_Islands
Luffa,Suffix,Glass_rod,Swamp_cooler,Air_space,Hill,Amylase,Protoplasm,Dental_pulp,Protease,Calorimeter
Kimono,Calorimeter,Uncle,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,List_of_common_elements
Sconce,Suffix,Week,Amylase,Dental_pulp,Calorimeter,Hoe,Christmas_stocking,News_agency,Possess,Palette
Culture,Protease,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Merton,London_Borough_of_Lambeth,1925,London_Borough_of_Camden,Calorimeter,Server_log,Fishing_net
Houseplant,Halley\'s_Comet,Flavor,Spice,Glass_rod,Saskatoon,Swamp_cooler,Air_space,Area,Seam_ripper,Protoplasm
Waxed_paper,Suffix,Air_space,Evidence,Amylase,Protease,Calorimeter,Imagination,Shovel,Palette_knife,Hawaiian_Islands
Japanese_tea_ceremony,Renegades,Alexander_Gode,Server_log,Camden,List_of_mathematicians,List_of_common_elements,Arabian_Peninsula,Protease,Suffix,Of
Sideboard,Halley\'s_Comet,Spice,Saskatoon,Swamp_cooler,Area,Hill,Evidence,Amylase,Dental_pulp,Rickets
Movie,London_Borough_of_Lambeth,Camden,Shovel,Frying,Dye,Plaque,Fishing_net,Kimono,Protease,Plate
Holland,Suffix,Calorimeter,Dye,Palette_knife,Houseplant,List_of_mathematicians,Renegades,Gas_syringe,Middlesbrough_F.C.,Charlton_Athletic_F.C.
Isotope,Protease,Bankside,London_Borough_of_Lambeth,Alexander_Gode,Bed,Classical_element,List_of_French_football_teams,Great_Plains,Governor_General,1000_(number)
Crushing_by_elephant,List_of_mathematicians,List_of_French_football_teams,Alexander_Gode,Frying,List_of_Spanish_football_teams,Pin_cushion,Height,Elephant,Maize,Container
Power_network,Uncle,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth,London_Borough_of_Greenwich,Bankside,London_Borough_of_Merton,London_Borough_of_Lambeth,Middlesbrough_F.C.,Charlton_Athletic_F.C.
Citizenship,Calorimeter,Imagination,Dye,Nim,Hour,List_of_mathematicians,NEWI_Cefn_Druids_F.C.,Renegades,London_Borough_of_Islington,London_Borough_of_Wandsworth
Elephant,List_of_common_elements,NEWI_Cefn_Druids_F.C.,Browser,Crushing_by_elephant,Imagination,Sphere,Gross_domestic_product,Sideboard,Container,Plaque
Buddhism,Charlton_Athletic_F.C.,List_of_common_elements,Server_log,List_of_French_football_teams,Frying,Roman,Buddha,Protease,NEWI_Cefn_Druids_F.C.,List_of_Portuguese_football_teams
Governor_General,Spice,Suffix,Swamp_cooler,Hill,Evidence,Amylase,Dental_pulp,Bolus,Calorimeter,Imagination
Black_hole,Bankside,London_Borough_of_Lambeth,List_of_mathematicians,Saarlouis,Container,List_of_French_football_teams,Camden,Protease,Accrington_Stanley_F.C.,Beekeeping
Sheffield,Suffix,Protease,Calorimeter,List_of_mathematicians,Renegades,Gas_syringe,Alexander_Gode,Fishing_net,Definition,Hawaii_Ponoi
Fertilizer,Protease,Dye,Sunday,Palette_knife,Hawaiian_Islands,List_of_Portuguese_football_teams,Hour,Mancala,NEWI_Cefn_Druids_F.C.,Renegades
Military,NEWI_Cefn_Druids_F.C.,Protease,Aberystwyth_Town_F.C.,Luffa,Temple,Sunday,Liechtenstein,Hoe,Country,Hill
